,S11,S21,S31
8.125,(-0.01008560312979719+0.06256568209584071j),(0.8687923797763656+0.4911128120052484j),(0.0009902035864601637-0.0006644792533036279j)
8.126,(-0.01004407658161774+0.0625364013772873j),(0.8689567282313041+0.4908265171978925j),(0.0009954271460472263-0.0006683816957288122j)
8.127,(-0.01000252843532447+0.06250712900768872j),(0.8691210061664537+0.4905401187982585j),(0.001000705481870756-0.0006723253946233225j)
8.128,(-0.009960958021453376+0.0624778655200502j),(0.8692852138916609+0.4902536160824862j),(0.001006039458581744-0.0006763110038976288j)
8.129,(-0.00991936465593687+0.06244861145832416j),(0.869449351723765+0.489967008310755j),(0.001011429959120133-0.000680339191344335j)
8.13,(-0.009877747639757557+0.06241936737773482j),(0.8696134199867807+0.4896802947268654j),(0.001016877885214077-0.0006844106390123651j)
8.131,(-0.009836106258508842+0.0623901338450491j),(0.8697774190120898+0.4893934745577969j),(0.001022384157872752-0.0006885260435960538j)
8.132,(-0.009794439781997281+0.062360911438874j),(0.8699413491386382+0.4891065470132553j),(0.001027949717908314-0.0006926861168283287j)
8.133,(-0.009752747463826164+0.06233170075003433j),(0.8701052107131401+0.4888195112852043j),(0.001033575526457706-0.0006968915858714071j)
8.134,(-0.009711028540927312+0.06230250238183659j),(0.8702690040902862+0.488532366547383j),(0.001039262565569122-0.0007011431937663487j)
8.135,(-0.009669282233134444+0.06227331695044988j),(0.870432729632963+0.4882451119548066j),(0.001045011838723261-0.0007054416998442273j)
8.136,(-0.009627507742681863+0.06224414508525124j),(0.8705963877124748+0.4879577466432515j),(0.001050824371466409-0.0007097878801831203j)
8.137,(-0.009585704253750372+0.0622149874291816j),(0.8707599787087777+0.4876702697287194j),(0.001056701212002331-0.0007141825280820985j)
8.138,(-0.009543870931935356+0.06218584463912345j),(0.8709235030107156+0.4873826803068921j),(0.001062643431813568-0.000718626454529465j)
8.139,(-0.009502006923744508+0.06215671738629841j),(0.8710869610162695+0.4870949774525583j),(0.001068652126321412-0.0007231204886957895j)
8.14,(-0.009460111356050887+0.062127606356657j),(0.8712503531328136+0.4868071602190255j),(0.001074728415562064-0.0007276654784593783j)
8.141,(-0.009418183335545827+0.06209851225130455j),(0.8714136797773766+0.4865192276375154j),(0.001080873444867774-0.0007322622909315903j)
8.142,(-0.009376221948153025+0.06206943578692276j),(0.8715769413769174+0.4862311787165314j),(0.001087088385601355-0.0007369118129973386j)
8.143,(-0.009334226258450526+0.06204037769622363j),(0.8717401383686073+0.485943012441208j),(0.001093374435883582-0.0007416149518911407j)
8.144,(-0.009292195309035035+0.0620113387283905j),(0.87190327120012+0.4856547277726411j),(0.001099732821373906-0.0007463726357850391j)
8.145,(-0.009250128119903236+0.06198231964957479j),(0.8720663403299364+0.4853663236471886j),(0.001106164796062176-0.0007511858143838229j)
8.146,(-0.009208023687782018+0.06195332124337765j),(0.872229346227656+0.4850777989757485j),(0.001112671643100061-0.0007560554595748551j)
8.147,(-0.009165880985453852+0.0619243443113557j),(0.8723922893743199+0.4847891526430186j),(0.001119254675622589-0.0007609825660490991j)
8.148,(-0.009123698961047108+0.06189538967355596j),(0.8725551702627478+0.4845003835067161j),(0.001125915237675311-0.0007659681520087926j)
8.149,(-0.009081476537293968+0.06186645816904932j),(0.872717989397883+0.4842114903967847j),(0.001132654705101411-0.00077101325983844j)
8.15,(-0.009039212610807021+0.06183755065652168j),(0.8728807472971541+0.4839224721145601j),(0.001139474486481569-0.0007761189568357236j)
8.151,(-0.00899690605125103+0.06180866801483113j),(0.8730434444908426+0.4836333274319169j),(0.001146376024130503-0.0007812863359676384j)
8.152,(-0.008954555700563718+0.06177981114362657j),(0.8732060815224733+0.4833440550903756j),(0.001153360795110751-0.0007865165166393177j)
8.153,(-0.008912160372092214+0.0617509809639732j),(0.8733686589492119+0.4830546538001804j),(0.001160430312276744-0.0007918106454961449j)
8.154,(-0.008869718849735394+0.06172217841901969j),(0.8735311773422775+0.4827651222393463j),(0.001167586125365575-0.0007971698972639058j)
8.155,(-0.008827229887022829+0.06169340447464493j),(0.8736936372873737+0.4824754590526657j),(0.001174829822143179-0.000802595475612588j)
8.156,(-0.008784692206183128+0.06166466012017822j),(0.8738560393851346+0.4821856628506801j),(0.001182163029560322-0.0008080886140488701j)
8.157,(-0.008742104497179565+0.06163594636913434j),(0.8740183842515825+0.4818957322086175j),(0.001189587414971203-0.0008136505768463882j)
8.158,(-0.008699465416676218+0.06160726425994794j),(0.8741806725186109+0.4816056656652821j),(0.001197104687406707-0.0008192826600177835j)
8.159,(-0.008656773587003595+0.06157861485675865j),(0.8743429048344795+0.4813154617219071j),(0.001204716598875694-0.0008249861923145807j)
8.16,(-0.008614027595068437+0.0615499992502312j),(0.8745050818643292+0.4810251188409668j),(0.001212424945731201-0.0008307625362596195j)
8.161,(-0.00857122599121706+0.06152141855839907j),(0.8746672042907185+0.4807346354449323j),(0.001220231570075564-0.0008366130892416347j)
8.162,(-0.008528367288063039+0.0614928739275296j),(0.8748292728141801+0.4804440099149921j),(0.001228138361223947-0.0008425392846192521j)
8.163,(-0.008485449959273398+0.06146436653305095j),(0.8749912881537947+0.4801532405897161j),(0.001236147257231269-0.0008485425929008925j)
8.164,(-0.008442472438285139+0.06143589758046791j),(0.8751532510477944+0.4798623257636654j),(0.001244260246481104-0.0008546245229480978j)
8.165,(-0.008399433117002213+0.06140746830637483j),(0.8753151622541838+0.4795712636859543j),(0.001252479369318164-0.0008607866232409353j)
8.166,(-0.00835633034441518+0.06137907997945172j),(0.8754770225513889+0.4792800525587487j),(0.001260806719766337-0.0008670304831822637j)
8.167,(-0.008313162425188012+0.06135073390154675j),(0.8756388327389274+0.4789886905357117j),(0.001269244447286782-0.0008733577344490923j)
8.168,(-0.008269927618155544+0.0613224314087574j),(0.8758005936381117+0.4786971757203785j),(0.001277794758662655-0.0008797700524349561j)
8.169,(-0.008226624134800586+0.06129417387258451j),(0.8759623060927766+0.4784055061644709j),(0.001286459919879632-0.0008862691576924127j)
8.17,(-0.008183250137657975+0.06126596270114758j),(0.8761239709700345+0.4781136798661463j),(0.001295242258146453-0.0008928568174807765j)
8.171,(-0.008139803738599538+0.06123779934038821j),(0.8762855891610664+0.4778216947681672j),(0.001304144163988608-0.0008995348473690491j)
8.172,(-0.008096282997150542+0.06120968527539496j),(0.8764471615819408+0.4775295487559992j),(0.001313168093375072-0.0009063051128709949j)
8.173,(-0.00805268591864135+0.06118162203173393j),(0.8766086891744685+0.4772372396558346j),(0.001322316570034479-0.0009131695312127903j)
8.174,(-0.008009010452327813+0.06115361117686456j),(0.8767701729070929+0.4769447652325234j),(0.001331592187741379-0.000920130073103497j)
8.175,(-0.007965254489443333+0.06112565432159227j),(0.8769316137758164+0.4766521231874269j),(0.001340997612818348-0.0009271887646284102j)
8.176,(-0.00792141586112406+0.06109775312158697j),(0.8770930128051652+0.4763593111561766j),(0.001350535586652389-0.0009343476892051293j)
8.177,(-0.007877492336273207+0.06106990927897964j),(0.8772543710491993+0.4760663267063341j),(0.001360208928388259-0.0009416089896323636j)
8.178,(-0.007833481619366721+0.06104212454402778j),(0.87741568959256+0.4757731673349563j),(0.001370020537659187-0.0009489748702063457j)
8.179,(-0.007789381348069589+0.06101440071680681j),(0.8775769695515646+0.475479830466054j),(0.001379973397544145-0.0009564475989612038j)
8.18,(-0.007745189090869168+0.06098673964906698j),(0.8777382120753514+0.4751863134479335j),(0.001390070577518927-0.0009640295099659066j)
8.181,(-0.007700902344487032+0.06095914324605123j),(0.8778994183470692+0.4748926135504321j),(0.00140031523667707-0.0009717230057727775j)
8.182,(-0.007656518531281727+0.06093161346852227j),(0.8780605895851241+0.4745987279620205j),(0.001410710626958912-0.000979530559922419j)
8.183,(-0.007612034996447739+0.06090415233475973j),(0.8782217270444768+0.4743046537867862j),(0.001421260096646004-0.0009874547196025178j)
8.184,(-0.007567449005134891+0.0608767619227352j),(0.8783828320180023+0.4740103880412726j),(0.0014319670939205-0.0009954981084063824j)
8.185,(-0.007522757739450657+0.06084944437234815j),(0.8785439058379089+0.4737159276511794j),(0.001442835170608742-0.001003663429205956j)
8.186,(-0.007477958295285613+0.0608222018877552j),(0.8787049498772185+0.4734212694479158j),(0.001453867986147905-0.001011953467184171j)
8.187,(-0.007433047679001289+0.0607950367398108j),(0.8788659655513192+0.4731264101649862j),(0.001465069311664958-0.001020371092988017j)
8.188,(-0.007388022803999261+0.0607679512686609j),(0.8790269543195871+0.4728313464342189j),(0.001476443034259584-0.001028919266037112j)
8.189,(-0.007342880487092706+0.06074094788638898j),(0.8791879176870806+0.472536074781814j),(0.001487993161527392-0.001037601037960022j)
8.19,(-0.007297617444727901+0.06071402907984334j),(0.8793488572063192+0.4722405916242018j),(0.001499723826229053-0.001046419556240248j)
8.191,(-0.007252230288998388+0.06068719741354608j),(0.8795097744791429+0.471944893263712j),(0.00151163929125734-0.001055378068007922j)
8.192,(-0.00720671552352147+0.0606604555328114j),(0.8796706711586556+0.4716489758840369j),(0.00152374395475698-0.001064479923979021j)
8.193,(-0.007161069539052894+0.06063380616692202j),(0.8798315489512717+0.4713528355454635j),(0.001536042355560532-0.001073728582668267j)
8.194,(-0.007115288608936865+0.06060725213254394j),(0.879992409618851+0.4710564681798913j),(0.001548539178855752-0.001083127614729831j)
8.195,(-0.007069368884315204+0.06058079633726026j),(0.8801532549809423+0.4707598695855946j),(0.001561239262120945-0.001092680707543959j)
8.196,(-0.007023306389101338+0.06055444178328079j),(0.880314086917137+0.470463035421731j),(0.001574147601363493-0.001102391670030332j)
8.197,(-0.006977097014690447+0.06052819157136034j),(0.8804749073695365+0.4701659612025755j),(0.001587269357685064-0.001112264437691312j)
8.198,(-0.006930736514431642+0.06050204890487148j),(0.880635718345344+0.4698686422914669j),(0.001600609864136726-0.001122303077923076j)
8.199,(-0.00688422049780354+0.06047601709412791j),(0.8807965219195861+0.4695710738944466j),(0.001614174632955155-0.001132511795578536j)
8.2,(-0.006837544424291467+0.06045009956092372j),(0.8809573202379717+0.4692732510535736j),(0.001627969363139666-0.001142894938829342j)
8.201,(-0.006790703596949072+0.06042429984321418j),(0.8811181155198977+0.4689751686398955j),(0.001641999948444749-0.001153457005316812j)
8.202,(-0.006743693155633788+0.06039862160018331j),(0.8812789100616069+0.4686768213460569j),(0.001656272485755278-0.001164202648642181j)
8.203,(-0.006696508069897968+0.06037306861749532j),(0.881439706239514+0.4683782036785147j),(0.001670793283911165-0.001175136685173227j)
8.204,(-0.006649143131464224+0.06034764481278432j),(0.8816005065137027+0.46807930994935j),(0.001685568873029637-0.001186264101231109j)
8.205,(-0.00660159294634393+0.06032235424153553j),(0.8817613134316059+0.4677801342676433j),(0.001700606014250812-0.001197590060649673j)
8.206,(-0.006553851926497269+0.06029720110316526j),(0.8819221296318879+0.4674806705303772j),(0.001715911710077687-0.001209119912745926j)
8.207,(-0.006505914281073104+0.06027218974755841j),(0.882082957848529+0.4671809124128558j),(0.001731493215226705-0.001220859200734252j)
8.208,(-0.006457774007158927+0.06024732468182121j),(0.882243800915136+0.4668808533585987j),(0.001747358048079775-0.001232813670554478j)
8.209,(-0.006409424879986923+0.0602226105775451j),(0.8824046617694854+0.4665804865686704j),(0.001763514002791913-0.001244989280280918j)
8.21,(-0.006360860442629811+0.0601980522783462j),(0.8825655434583225+0.4662798049904198j),(0.001779969162035762-0.001257392209951189j)
8.211,(-0.006312073995121487+0.06017365480790283j),(0.8827264491424206+0.4659788013055896j),(0.001796731910499013-0.001270028872044729j)
8.212,(-0.006263058582927641+0.06014942337844958j),(0.8828873821019335+0.4656774679177407j),(0.001813810949083522-0.001282905922470239j)
8.213,(-0.006213806984781359+0.06012536339968821j),(0.8830483457420458+0.4653757969389657j),(0.001831215310001266-0.001296030272261819j)
8.214,(-0.006164311699802634+0.06010148048834023j),(0.8832093435989493+0.4650737801758274j),(0.001848954372640097-0.001309409099899622j)
8.215,(-0.006114564933855248+0.06007778047805968j),(0.8833703793461668+0.4647714091144773j),(0.001867037880472187-0.001323049864387409j)
8.216,(-0.006064558585116546+0.06005426943011844j),(0.8835314568012441+0.4644686749048955j),(0.001885475958843116-0.001336960319075968j)
8.217,(-0.006014284228796792+0.06003095364465429j),(0.8836925799328388+0.4641655683441893j),(0.00190427913386217-0.001351148526342753j)
8.218,(-0.005963733100872144+0.06000783967249955j),(0.883853752868228+0.463862079858894j),(0.001923458352481335-0.001365622873135207j)
8.219,(-0.005912896080916754+0.05998493432791065j),(0.8840149799012745+0.4635581994861834j),(0.001943025003663555-0.001380392087454755j)
8.22,(-0.005861763673807632+0.05996224470189119j),(0.8841762655008742+0.4632539168539384j),(0.001962990940988666-0.001395465255894686j)
8.221,(-0.005810325990342216+0.05993977817648272j),(0.8843376143199198+0.4629492211595754j),(0.001983368506559231-0.00141085184224584j)
8.222,(-0.005758572726610811+0.05991754243984371j),(0.8844990312048275+0.4626441011475413j),(0.002004170556407529-0.001426561707232954j)
8.223,(-0.005706493142040639+0.0598955455023098j),(0.8846605212056589+0.4623385450853866j),(0.002025410487571721-0.001442605129615144j)
8.224,(-0.005654076036112872+0.05987379571352656j),(0.8848220895868818+0.4620325407383084j),(0.002047102266817694-0.001458992828505307j)
8.225,(-0.005601309723452816+0.05985230178060801j),(0.884983741838827+0.4617260753420357j),(0.00206926046127675-0.001475735987247775j)
8.226,(-0.005548182007403989+0.05983107278750883j),(0.8851454836898814+0.4614191355739499j),(0.002091900271034122-0.001492846278805996j)
8.227,(-0.005494680151742452+0.05981011821569305j),(0.8853073211194828+0.461111707522289j),(0.002115037563887716-0.001510335892882381j)
8.228,(-0.005440790850612521+0.05978944796613195j),(0.8854692603719778+0.4608037766532875j),(0.002138688912443132-0.001528217564769666j)
8.229,(-0.005386500196314343+0.05976907238282255j),(0.8856313079713997+0.4604953277761017j),(0.002162871633642796-0.001546504606298166j)
8.23,(-0.005331793644951466+0.05974900227786176j),(0.885793470737257+0.4601863450053235j),(0.002187603831054196-0.001565210938767826j)
8.231,(-0.005276655979680912+0.05972924895829633j),(0.8859557558013947+0.459876811720909j),(0.002212904440050642-0.001584351128261999j)
8.232,(-0.005221071271379459+0.05970982425480113j),(0.886118170626029+0.4595667105252921j),(0.002238793276122559-0.001603940423415025j)
8.233,(-0.00516502283652737+0.05969074055237072j),(0.8862807230230468+0.4592560231974606j),(0.002265291086629437-0.001623994795847137j)
8.234,(-0.005108493192055615+0.05967201082323673j),(0.886443421174666+0.4589447306437437j),(0.002292419606207224-0.001644530983542136j)
8.235,(-0.005051464006935865+0.0596536486621372j),(0.8866062736555891+0.4586328128450208j),(0.002320201616217189-0.001665566537356023j)
8.236,(-0.00499391605016276+0.05963566832411213j),(0.8867692894567594+0.4583202488000511j),(0.002348661008545181-0.001687119870976204j)
8.237,(-0.004935829134915753+0.05961808476517844j),(0.8869324780108628+0.4580070164645965j),(0.002377822854031753-0.001709210314594083j)
8.238,(-0.004877182058491895+0.0596009136859843j),(0.8870958492197344+0.4576930926859464j),(0.002407713476171875-0.001731858172647774j)
8.239,(-0.004817952537620805+0.05958417157877706j),(0.887259413483823+0.4573784531324587j),(0.002438360530308888-0.001755084785979506j)
8.24,(-0.004758117138807132+0.05956787577798336j),(0.8874231817339091+0.4570630722176526j),(0.002469793088929352-0.001778912598815857j)
8.241,(-0.004697651203205226+0.0595520445146967j),(0.8875871654652748+0.4567469230183565j),(0.002502041733640312-0.001803365230992435j)
8.242,(-0.004636528765538135+0.05953669697550016j),(0.8877513767745472+0.4564299771863731j),(0.002535138654359158-0.001828467555966266j)
8.243,(-0.004574722466459557+0.05952185336589483j),(0.8879158283994675+0.4561122048530406j),(0.002569117756441997-0.001854245785096431j)
8.244,(-0.004512203457816159+0.05950753497896505j),(0.8880805337618589+0.4557935745260156j),(0.00260401477648653-0.001880727558783604j)
8.245,(-0.004448941300030118+0.05949376426953235j),(0.8882455070140923+0.4554740529775428j),(0.002639867407695797-0.001907942045251621j)
8.246,(-0.004384903850879331+0.05948056493460387j),(0.8884107630893979+0.4551536051233596j),(0.00267671543558382-0.001935920047552441j)
